100,10
200,17
300,35
400,53
500,71
600,83
700,100
800,114
900,136
1000,158
1100,173
1200,187
1300,207
1400,235
1500,251
1600,279
1700,298
1800,323
1900,359
2000,388
2100,412
2200,447
2300,490
2400,530
2500,580
2600,626
2700,669
2800,707
2900,752
3000,801
3100,842
3200,880
3300,927
3400,970
3500,1015
3600,1055
3700,1098
3800,1139
3900,1202
4000,1238
4100,1283
4200,1328
4300,1377
4400,1435
4500,1485
4600,1534
4700,1592
4800,1663
4900,1729
5000,1801
5100,1869
5200,1937
5300,2013
5400,2082
5500,2161
5600,2231
5700,2311
5800,2384
5900,2453
6000,2533
6100,2602
6200,2680
6300,2759
6400,2830
6500,2896
6600,2969
6700,3051
6800,3128
6900,3207
7000,3287
7100,3362
7200,3444
7300,3519
7400,3595
7500,3675
7600,3753
7700,3831
7800,3902
7900,3986
8000,4068
8100,4151
8200,4241
8300,4330
8400,4415
8500,4504
