2,1
3,2
4,2
5,2
6,3
7,3
8,3
9,3
10,3
11,3
12,4
13,5
14,5
15,6
16,6
17,6
18,7
19,8
20,8
21,8
22,8
23,8
24,9
25,9
26,10
27,11
28,12
29,12
30,12
31,13
32,14
33,14
34,15
35,15
36,16
37,17
38,17
39,17
40,18
41,18
42,18
43,18
44,18
45,18
46,18
47,18
48,18
49,19
50,20
51,21
52,22
53,23
54,23
55,23
56,23
57,24
58,24
59,25
60,26
61,26
62,27
63,27
64,27
65,27
66,28
67,28
68,28
69,28
70,29
71,29
72,30
73,30
74,30
75,31
76,31
77,31
78,31
79,31
80,31
81,31
82,32
83,32
84,33
85,34
86,34
87,34
88,34
89,35
90,35
91,36
92,37
93,37
94,38
95,38
96,38
97,38
98,38
99,39
100,40
101,40
102,40
103,40
104,40
105,40
106,40
107,41
108,41
109,41
110,42
111,42
112,42
113,42
114,42
115,42
116,43
117,44
118,44
119,45
120,45
121,45
122,45
123,45
124,45
125,45
126,45
127,45
128,45
129,46
130,47
131,47
132,48
133,48
134,49
135,50
136,50
137,51
138,52
139,53
140,54
141,54
142,55
143,56
144,56
145,56
146,56
147,56
148,57
149,58
150,59
151,59
152,59
153,59
154,59
155,59
156,59
157,60
158,61
159,61
160,61
161,62
162,62
163,63
164,63
165,64
166,64
167,65
168,65
169,65
170,65
171,66
172,66
173,66
174,66
175,66
176,66
177,66
178,66
179,67
180,67
181,68
182,69
183,70
184,71
185,72
186,72
187,72
188,72
189,73
190,73
191,74
192,74
193,75
194,76
195,77
196,78
197,78
198,79
199,80
200,81
201,82
202,83
203,84
204,85
205,86
206,87
207,88
208,89
209,90
210,90
211,91
212,91
213,91
214,91
215,91
216,92
217,93
218,94
219,94
220,95
221,95
222,96
223,96
224,97
225,98
226,99
227,99
228,100
229,101
230,102
231,103
232,104
233,105
234,106
235,106
236,106
237,107
238,108
239,109
240,110
241,110
242,110
243,111
244,111
245,112
246,112
247,112
248,113
249,113
250,114
251,115
252,115
253,116
254,116
255,116
256,116
257,116
258,116
259,116
260,117
261,117
262,117
263,118
264,119
265,119
266,120
267,120
268,120
269,120
270,121
271,122
272,122
273,123
274,123
275,124
276,125
277,126
278,126
279,127
280,127
281,127
282,128
283,129
284,129
285,130
286,130
287,131
288,131
289,132
290,133
291,134
292,134
293,134
294,135
295,135
296,135
297,135
298,135
299,135
300,136
301,136
302,136
303,137
304,137
305,137
306,137
307,137
308,138
309,139
310,139
