1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,1
13,2
14,2
15,2
16,2
17,2
18,2
19,3
20,3
21,3
22,3
23,3
24,4
25,5
26,5
27,5
28,6
29,6
30,7
31,7
32,7
33,7
34,7
35,7
36,7
37,7
38,8
39,8
40,9
41,9
42,10
43,11
44,12
45,13
46,14
47,14
48,14
49,14
50,14
51,15
52,16
53,17
54,17
55,18
56,18
57,18
58,19
59,19
60,20
61,21
62,22
63,23
64,24
65,24
66,24
67,25
68,26
69,26
70,27
71,27
72,28
73,28
74,29
75,30
76,31
77,32
78,33
79,34
80,35
81,36
82,36
83,36
84,37
85,38
86,39
87,39
88,40
89,40
90,40
91,40
92,40
93,41
94,41
95,42
96,42
97,43
98,43
99,43
100,43
101,44
102,44
103,44
104,45
105,46
106,47
107,48
108,48
109,49
110,50
111,51
112,51
113,51
114,52
115,52
116,52
117,53
118,53
119,54
120,55
121,55
122,56
123,57
124,57
125,57
126,58
127,58
128,59
129,60
130,60
131,60
132,61
133,61
134,62
135,63
136,64
137,64
138,65
139,66
140,67
141,67
142,68
143,69
144,70
145,70
146,71
147,72
148,73
149,74
150,74
151,74
152,74
153,74
154,75
155,76
156,76
157,76
158,76
159,76
160,76
161,76
162,77
163,77
164,77
165,78
166,78
167,79
168,80
169,80
170,81
171,81
172,81
173,82
174,82
175,82
176,83
177,83
178,84
179,85
180,85
181,85
182,86
183,87
184,87
185,88
186,89
187,90
188,91
189,92
190,92
191,93
192,93
193,94
194,94
195,94
196,95
197,96
198,97
199,97
200,98
201,99
202,99
203,100
204,101
205,102
206,102
207,103
208,104
209,105
210,106
211,106
212,107
213,107
214,108
215,109
216,109
217,109
218,110
219,110
220,110
221,111
222,111
223,111
224,112
225,113
226,114
227,114
228,115
229,116
230,116
231,116
232,116
233,117
234,118
235,118
236,119
237,119
238,120
239,121
240,121
241,122
242,123
243,123
244,124
245,125
246,125
247,126
248,127
249,128
250,129
251,129
252,129
253,129
254,129
255,130
256,130
257,131
258,132
259,133
260,134
261,135
262,136
263,136
264,137
265,138
266,138
267,139
268,140
269,141
270,142
271,143
272,143
273,143
274,143
275,143
276,143
277,143
278,143
279,144
280,144
281,144
282,145
283,146
284,146
285,147
286,148
287,149
288,150
289,151
290,152
291,152
292,153
293,153
294,154
295,155
296,156
297,156
298,156
299,157
300,158
