100,4
200,6
300,13
400,19
500,26
600,29
700,33
800,37
900,44
1000,47
1100,53
1200,60
1300,69
1400,76
1500,85
1600,95
1700,106
1800,110
1900,116
2000,124
2100,134
2200,144
2300,154
2400,167
2500,179
2600,194
2700,200
2800,208
2900,214
3000,226
3100,234
3200,235
3300,242
3400,249
3500,259
3600,263
3700,270
3800,277
3900,283
4000,293
4100,305
4200,315
4300,329
4400,342
4500,349
4600,358
4700,372
4800,381
4900,394
5000,404
5100,420
5200,434
5300,448
5400,462
5500,475
5600,488
5700,508
5800,524
5900,544
6000,566
6100,575
6200,587
6300,609
6400,631
6500,643
6600,656
6700,672
6800,680
6900,693
7000,707
7100,719
7200,728
7300,746
7400,776
7500,804
7600,838
7700,865
7800,893
7900,923
8000,944
8100,958
8200,970
8300,985
8400,1009
8500,1032
8600,1062
8700,1083
8800,1106
8900,1134
9000,1163
9100,1194
9200,1218
9300,1244
9400,1272
9500,1299
9600,1318
9700,1335
9800,1356
9900,1376
10000,1390
10100,1405
10200,1423
10300,1443
10400,1458
10500,1475
10600,1489
10700,1511
10800,1532
10900,1547
11000,1561
11100,1573
11200,1587
11300,1605
11400,1624
11500,1650
11600,1681
11700,1698
11800,1718
11900,1734
12000,1752
12100,1768
12200,1780
12300,1798
12400,1813
12500,1823
12600,1833
12700,1850
12800,1866
12900,1885
13000,1900
13100,1911
13200,1928
13300,1939
13400,1961
13500,1981
13600,2002
13700,2021
13800,2043
13900,2072
14000,2098
14100,2126
14200,2144
14300,2164
14400,2180
14500,2195
14600,2211
14700,2234
14800,2266
14900,2355
15000,2455
15100,2555
15200,2655
15300,2755
15400,2855
15500,2955
15600,3055
15700,3155
15800,3255
15900,3355
16000,3455
16100,3555
16200,3655
16300,3755
16400,3855
16500,3955
16600,4055
16700,4155
16800,4255
16900,4355
17000,4455
17100,4555
17200,4655
